xmin,ymin,xmax,ymax,olx_houses,olx_offices,gp_groceries,gp_shops_restaurants,gp_tansport
77.34153796,28.559555,77.34664056,28.564004999999998,30,0,5,3,0
77.34664056,28.559555,77.35174317,28.564004999999998,0,0,0,0,0
76.846585,28.555104999999998,76.85168761,28.559555,0,0,0,0,0
76.85168761,28.555104999999998,76.85679022,28.559555,0,0,0,0,0
76.85679022,28.555104999999998,76.86189282,28.559555,0,0,0,0,0
76.86189282,28.555104999999998,76.86699543,28.559555,0,0,0,0,0
76.86699543,28.555104999999998,76.87209804,28.559555,0,0,0,0,0
76.87209804,28.555104999999998,76.87720065,28.559555,0,0,0,0,0
76.87720065,28.555104999999998,76.88230325,28.559555,0,0,0,0,0
76.88230325,28.555104999999998,76.88740586,28.559555,0,0,0,0,0
76.88740586,28.555104999999998,76.89250847,28.559555,0,0,0,0,0
76.89250847,28.555104999999998,76.89761108,28.559555,0,0,0,0,0
76.89761108,28.555104999999998,76.90271369,28.559555,0,0,0,0,0
76.90271369,28.555104999999998,76.90781629,28.559555,0,0,0,0,0
76.90781629,28.555104999999998,76.91291890000001,28.559555,0,0,0,0,0
76.91291890000001,28.555104999999998,76.91802151,28.559555,0,0,0,0,0
76.91802151,28.555104999999998,76.92312412,28.559555,0,0,0,0,0
76.92312412,28.555104999999998,76.92822672,28.559555,0,0,0,0,0
76.92822672,28.555104999999998,76.93332933,28.559555,0,0,0,0,0
76.93332933,28.555104999999998,76.93843194,28.559555,0,0,0,0,0
76.93843194,28.555104999999998,76.94353455,28.559555,0,0,0,0,0
76.94353455,28.555104999999998,76.94863716,28.559555,0,0,0,0,0
76.94863716,28.555104999999998,76.95373976,28.559555,0,0,0,0,0
76.95373976,28.555104999999998,76.95884237,28.559555,0,0,0,0,0
76.95884237,28.555104999999998,76.96394498,28.559555,0,0,0,0,0
76.96394498,28.555104999999998,76.96904759,28.559555,0,0,0,0,0
76.96904759,28.555104999999998,76.97415019,28.559555,0,0,0,0,0
76.97415019,28.555104999999998,76.9792528,28.559555,0,0,0,0,0
76.9792528,28.555104999999998,76.98435541,28.559555,0,0,0,0,0
76.98435541,28.555104999999998,76.98945802,28.559555,0,0,0,0,0
76.98945802,28.555104999999998,76.99456063,28.559555,0,0,0,0,0
76.99456063,28.555104999999998,76.99966323,28.559555,0,0,0,0,0
76.99966323,28.555104999999998,77.00476584,28.559555,0,0,0,1,3
77.00476584,28.555104999999998,77.00986845,28.559555,0,0,0,0,1
77.00986845,28.555104999999998,77.01497106,28.559555,0,0,0,0,0
77.01497106,28.555104999999998,77.02007366,28.559555,0,0,0,0,0
77.02007366,28.555104999999998,77.02517627,28.559555,0,0,0,0,0
77.02517627,28.555104999999998,77.03027888,28.559555,0,0,0,0,0
77.03027888,28.555104999999998,77.03538149,28.559555,0,0,0,0,0
77.03538149,28.555104999999998,77.04048409999999,28.559555,0,0,0,0,0
77.04048409999999,28.555104999999998,77.04558670000002,28.559555,0,0,0,0,2
77.04558670000002,28.555104999999998,77.05068931,28.559555,0,0,0,0,0
77.05068931,28.555104999999998,77.05579192,28.559555,0,0,1,6,1
77.05579192,28.555104999999998,77.06089453,28.559555,1,0,0,0,0
77.06089453,28.555104999999998,77.06599713,28.559555,0,0,0,0,0
77.06599713,28.555104999999998,77.07109974,28.559555,5,0,0,0,0
77.06599713,28.555104999999998,77.07109974,28.559555,5,0,0,0,0
77.07109974,28.555104999999998,77.07620235,28.559555,0,0,0,0,0
77.07620235,28.555104999999998,77.08130496,28.559555,0,0,0,0,0
77.08130496,28.555104999999998,77.08640757,28.559555,0,0,0,1,2
77.08640757,28.555104999999998,77.09151017,28.559555,0,0,0,0,4
77.09151017,28.555104999999998,77.09661278,28.559555,0,0,0,0,2
77.09661278,28.555104999999998,77.10171539,28.559555,0,0,3,1,1
77.10171539,28.555104999999998,77.106818,28.559555,0,0,1,0,0
77.106818,28.555104999999998,77.11192061,28.559555,0,0,0,0,0
77.11192061,28.555104999999998,77.11702321,28.559555,0,0,0,0,0
77.11702321,28.555104999999998,77.12212582,28.559555,0,0,0,0,0
77.12212582,28.555104999999998,77.12722843,28.559555,0,0,0,0,0
77.12722843,28.555104999999998,77.13233104,28.559555,0,0,0,0,0
77.13743364,28.555104999999998,77.14253625,28.559555,0,0,0,0,0
77.13233104,28.555104999999998,77.13743364,28.559555,0,0,0,0,0
77.14253625,28.555104999999998,77.14763886,28.559555,0,0,0,0,0
77.14763886,28.555104999999998,77.15274147,28.559555,0,0,0,0,0
77.15274147,28.555104999999998,77.15784408,28.559555,1,0,2,1,0
77.16294668,28.555104999999998,77.16804929,28.559555,0,0,37,24,10
77.15784408,28.555104999999998,77.16294668,28.559555,0,0,2,2,0
77.16804929,28.555104999999998,77.17315190000001,28.559555,1,0,22,45,11
77.17315190000001,28.555104999999998,77.17825451,28.559555,0,0,18,66,6
77.17825451,28.555104999999998,77.18335711,28.559555,0,0,0,0,3
77.18335711,28.555104999999998,77.18845972,28.559555,0,0,1,4,2
77.18845972,28.555104999999998,77.19356233,28.559555,0,0,1,0,0
77.19356233,28.555104999999998,77.19866494,28.559555,0,0,7,8,0
77.19866494,28.555104999999998,77.20376755,28.559555,0,0,15,25,0
77.20376755,28.555104999999998,77.20887015,28.559555,0,0,23,12,6
77.21397276,28.555104999999998,77.21907537,28.559555,2,0,2,0,6
77.20887015,28.555104999999998,77.21397276,28.559555,0,0,0,1,1
77.21907537,28.555104999999998,77.22417798,28.559555,0,0,1,4,3
77.22417798,28.555104999999998,77.22928058,28.559555,1,0,0,5,1
77.22928058,28.555104999999998,77.23438319,28.559555,0,0,17,20,2
77.23438319,28.555104999999998,77.2394858,28.559555,0,0,10,27,6
77.24458841,28.555104999999998,77.24969102,28.559555,0,0,17,6,1
77.2394858,28.555104999999998,77.24458841,28.559555,0,0,4,2,8
77.24969102,28.555104999999998,77.25479362,28.559555,2,0,13,26,0
77.25479362,28.555104999999998,77.25989623,28.559555,1,0,1,6,1
77.25989623,28.555104999999998,77.26499884,28.559555,0,0,1,1,1
77.26499884,28.555104999999998,77.27010145,28.559555,0,0,1,4,6
77.27010145,28.555104999999998,77.27520405,28.559555,4,0,6,7,2
77.27520405,28.555104999999998,77.28030666,28.559555,13,0,2,22,1
77.28030666,28.555104999999998,77.28540927,28.559555,5,0,2,0,2
77.28540927,28.555104999999998,77.29051188,28.559555,3,0,9,8,0
77.29051188,28.555104999999998,77.29561449,28.559555,18,0,10,12,0
77.29561449,28.555104999999998,77.30071709,28.559555,0,0,4,2,1
77.30071709,28.555104999999998,77.3058197,28.559555,0,0,0,0,0
77.3058197,28.555104999999998,77.31092231,28.559555,0,0,0,0,0
77.31092231,28.555104999999998,77.31602492,28.559555,0,0,0,0,0
77.31602492,28.555104999999998,77.32112752,28.559555,0,0,0,0,0
77.32112752,28.555104999999998,77.32623013,28.559555,0,0,0,1,0
77.32623013,28.555104999999998,77.33133274,28.559555,0,0,0,0,0
77.33133274,28.555104999999998,77.33643535,28.559555,0,0,2,1,0
77.33643535,28.555104999999998,77.34153796,28.559555,45,0,1,6,0
77.34153796,28.555104999999998,77.34664056,28.559555,0,0,4,3,0
77.34664056,28.555104999999998,77.35174317,28.559555,3,0,0,0,0
76.846585,28.550655,76.85168761,28.555104999999998,0,0,0,0,0
76.85168761,28.550655,76.85679022,28.555104999999998,0,0,0,0,0
76.85679022,28.550655,76.86189282,28.555104999999998,0,0,0,0,0
76.86189282,28.550655,76.86699543,28.555104999999998,0,0,0,0,0
76.86699543,28.550655,76.87209804,28.555104999999998,0,0,0,0,0
76.87209804,28.550655,76.87720065,28.555104999999998,0,0,0,0,0
76.87720065,28.550655,76.88230325,28.555104999999998,0,0,0,0,0
76.88230325,28.550655,76.88740586,28.555104999999998,0,0,0,0,0
76.88740586,28.550655,76.89250847,28.555104999999998,0,0,0,0,0
76.89250847,28.550655,76.89761108,28.555104999999998,0,0,0,0,0
76.89761108,28.550655,76.90271369,28.555104999999998,0,0,0,0,0
76.90271369,28.550655,76.90781629,28.555104999999998,0,0,0,0,0
76.90781629,28.550655,76.91291890000001,28.555104999999998,1,0,0,0,0
76.91291890000001,28.550655,76.91802151,28.555104999999998,0,0,0,0,0
76.91802151,28.550655,76.92312412,28.555104999999998,0,0,0,0,0
76.92312412,28.550655,76.92822672,28.555104999999998,0,0,0,0,0
76.92822672,28.550655,76.93332933,28.555104999999998,0,0,0,0,0
76.93332933,28.550655,76.93843194,28.555104999999998,0,0,0,0,0
76.93843194,28.550655,76.94353455,28.555104999999998,1,0,0,0,0
76.94353455,28.550655,76.94863716,28.555104999999998,0,0,0,0,0
76.94863716,28.550655,76.95373976,28.555104999999998,0,0,0,0,0
76.95373976,28.550655,76.95884237,28.555104999999998,0,0,0,0,0
76.95884237,28.550655,76.96394498,28.555104999999998,0,0,0,0,0
76.96394498,28.550655,76.96904759,28.555104999999998,0,0,0,0,0
76.96904759,28.550655,76.97415019,28.555104999999998,0,0,0,0,0
76.97415019,28.550655,76.9792528,28.555104999999998,0,0,0,0,0
76.9792528,28.550655,76.98435541,28.555104999999998,0,0,0,0,0
76.98435541,28.550655,76.98945802,28.555104999999998,0,0,0,0,0
76.98945802,28.550655,76.99456063,28.555104999999998,0,0,0,0,2
76.99456063,28.550655,76.99966323,28.555104999999998,0,0,0,0,0
76.99966323,28.550655,77.00476584,28.555104999999998,0,0,0,0,0
77.00476584,28.550655,77.00986845,28.555104999999998,0,0,0,0,2
77.00986845,28.550655,77.01497106,28.555104999999998,0,0,0,0,0
77.01497106,28.550655,77.02007366,28.555104999999998,0,0,0,0,0
77.02007366,28.550655,77.02517627,28.555104999999998,0,0,0,0,0
77.02517627,28.550655,77.03027888,28.555104999999998,0,0,0,0,0
77.03027888,28.550655,77.03538149,28.555104999999998,2,0,0,0,0
77.03538149,28.550655,77.04048409999999,28.555104999999998,0,0,0,0,2
77.04048409999999,28.550655,77.04558670000002,28.555104999999998,0,0,0,0,0
77.04558670000002,28.550655,77.05068931,28.555104999999998,0,0,0,0,1
77.05068931,28.550655,77.05579192,28.555104999999998,1,0,0,0,0
77.05579192,28.550655,77.06089453,28.555104999999998,0,0,0,0,3
77.06089453,28.550655,77.06599713,28.555104999999998,0,0,0,0,0
77.06599713,28.550655,77.07109974,28.555104999999998,0,0,0,0,1
77.07109974,28.550655,77.07620235,28.555104999999998,1,0,0,0,0
77.08130496,28.550655,77.08640757,28.555104999999998,0,0,1,1,1
77.07620235,28.550655,77.08130496,28.555104999999998,0,0,0,0,0
77.08640757,28.550655,77.09151017,28.555104999999998,0,0,0,0,1
77.09151017,28.550655,77.09661278,28.555104999999998,0,0,0,0,0
77.09661278,28.550655,77.10171539,28.555104999999998,0,0,0,0,0
77.10171539,28.550655,77.106818,28.555104999999998,0,0,0,0,1
77.106818,28.550655,77.11192061,28.555104999999998,0,0,0,0,0
77.11702321,28.550655,77.12212582,28.555104999999998,0,0,7,0,0
77.11192061,28.550655,77.11702321,28.555104999999998,0,0,0,0,0
77.12722843,28.550655,77.13233104,28.555104999999998,0,0,5,1,0
77.12212582,28.550655,77.12722843,28.555104999999998,1,0,1,0,0
77.13233104,28.550655,77.13743364,28.555104999999998,0,0,1,0,0
77.13743364,28.550655,77.14253625,28.555104999999998,0,0,0,0,0
77.14253625,28.550655,77.14763886,28.555104999999998,0,0,0,0,0
77.14763886,28.550655,77.15274147,28.555104999999998,0,0,0,0,0
77.15274147,28.550655,77.15784408,28.555104999999998,0,0,0,0,0
77.15784408,28.550655,77.16294668,28.555104999999998,7,0,1,0,0
77.16294668,28.550655,77.16804929,28.555104999999998,0,0,0,0,5
77.16804929,28.550655,77.17315190000001,28.555104999999998,8,0,3,6,3
77.17315190000001,28.550655,77.17825451,28.555104999999998,0,0,1,9,4
77.17825451,28.550655,77.18335711,28.555104999999998,0,0,0,3,5
77.18335711,28.550655,77.18845972,28.555104999999998,0,0,1,3,2
77.18845972,28.550655,77.19356233,28.555104999999998,0,0,1,0,0
77.19356233,28.550655,77.19866494,28.555104999999998,0,0,55,60,1
77.19866494,28.550655,77.20376755,28.555104999999998,16,0,4,20,1
77.20376755,28.550655,77.20887015,28.555104999999998,0,0,16,66,8
77.20887015,28.550655,77.21397276,28.555104999999998,0,0,5,7,5
77.21397276,28.550655,77.21907537,28.555104999999998,0,0,1,0,1
77.21907537,28.550655,77.22417798,28.555104999999998,0,0,0,0,0
77.22417798,28.550655,77.22928058,28.555104999999998,2,0,0,0,6
77.22928058,28.550655,77.23438319,28.555104999999998,12,0,11,18,1
77.23438319,28.550655,77.2394858,28.555104999999998,23,0,4,25,0
77.2394858,28.550655,77.24458841,28.555104999999998,0,0,26,9,3
77.24458841,28.550655,77.24969102,28.555104999999998,0,0,5,9,4
77.24969102,28.550655,77.25479362,28.555104999999998,0,0,6,10,5
77.25479362,28.550655,77.25989623,28.555104999999998,0,0,0,0,0
77.25989623,28.550655,77.26499884,28.555104999999998,0,0,0,1,6
77.26499884,28.550655,77.27010145,28.555104999999998,0,0,2,3,3
77.27010145,28.550655,77.27520405,28.555104999999998,0,0,1,0,5
77.27520405,28.550655,77.28030666,28.555104999999998,0,0,0,0,0
77.28030666,28.550655,77.28540927,28.555104999999998,3,0,0,0,0
77.28540927,28.550655,77.29051188,28.555104999999998,2,0,0,2,0
77.29051188,28.550655,77.29561449,28.555104999999998,0,0,6,6,0
77.29561449,28.550655,77.30071709,28.555104999999998,1,0,12,11,5
77.30071709,28.550655,77.3058197,28.555104999999998,0,0,0,0,0
77.3058197,28.550655,77.31092231,28.555104999999998,0,0,0,0,0
77.31092231,28.550655,77.31602492,28.555104999999998,0,0,0,0,0
77.31602492,28.550655,77.32112752,28.555104999999998,0,0,0,0,2
77.32112752,28.550655,77.32623013,28.555104999999998,0,0,1,0,0
77.32623013,28.550655,77.33133274,28.555104999999998,11,0,0,0,3
77.33133274,28.550655,77.33643535,28.555104999999998,33,0,0,0,0
77.33643535,28.550655,77.34153796,28.555104999999998,1,0,2,1,0
77.34153796,28.550655,77.34664056,28.555104999999998,0,0,0,0,0
77.34664056,28.550655,77.35174317,28.555104999999998,18,0,0,1,0
76.846585,28.546205,76.85168761,28.550655,0,0,0,0,0
76.85168761,28.546205,76.85679022,28.550655,0,0,0,0,0
76.85679022,28.546205,76.86189282,28.550655,0,0,0,0,0
76.86189282,28.546205,76.86699543,28.550655,0,0,0,0,0
76.86699543,28.546205,76.87209804,28.550655,0,0,0,0,0
76.87209804,28.546205,76.87720065,28.550655,0,0,0,0,0
76.87720065,28.546205,76.88230325,28.550655,0,0,0,0,0
76.88230325,28.546205,76.88740586,28.550655,0,0,0,0,0
76.88740586,28.546205,76.89250847,28.550655,0,0,0,0,0
76.89250847,28.546205,76.89761108,28.550655,0,0,0,0,0
76.89761108,28.546205,76.90271369,28.550655,0,0,0,0,0
76.90271369,28.546205,76.90781629,28.550655,0,0,0,0,0
76.90781629,28.546205,76.91291890000001,28.550655,0,0,0,0,0
76.91291890000001,28.546205,76.91802151,28.550655,0,0,0,0,0
76.91802151,28.546205,76.92312412,28.550655,0,0,0,0,0
76.92312412,28.546205,76.92822672,28.550655,0,0,0,0,0
76.92822672,28.546205,76.93332933,28.550655,0,0,0,0,0
76.93332933,28.546205,76.93843194,28.550655,0,0,0,0,0
76.93843194,28.546205,76.94353455,28.550655,0,0,0,0,0
76.94353455,28.546205,76.94863716,28.550655,0,0,0,0,0
76.95373976,28.546205,76.95884237,28.550655,0,0,0,0,0
76.94863716,28.546205,76.95373976,28.550655,0,0,0,0,0
76.95884237,28.546205,76.96394498,28.550655,0,0,1,0,0
76.96394498,28.546205,76.96904759,28.550655,0,0,0,0,0
76.96904759,28.546205,76.97415019,28.550655,0,0,0,0,0
76.97415019,28.546205,76.9792528,28.550655,0,0,0,0,0
76.9792528,28.546205,76.98435541,28.550655,0,0,0,0,0
76.98435541,28.546205,76.98945802,28.550655,0,0,0,0,1
76.99456063,28.546205,76.99966323,28.550655,0,0,0,0,0
76.98945802,28.546205,76.99456063,28.550655,0,0,0,0,0
76.99966323,28.546205,77.00476584,28.550655,0,0,0,0,0
77.00476584,28.546205,77.00986845,28.550655,0,0,0,0,3
77.00986845,28.546205,77.01497106,28.550655,0,0,0,0,0
77.01497106,28.546205,77.02007366,28.550655,0,0,0,0,0
77.02007366,28.546205,77.02517627,28.550655,0,0,0,0,0
77.02517627,28.546205,77.03027888,28.550655,0,0,0,0,0
77.03027888,28.546205,77.03538149,28.550655,0,0,0,0,0
77.03538149,28.546205,77.04048409999999,28.550655,0,0,0,0,0
77.04048409999999,28.546205,77.04558670000002,28.550655,0,0,0,0,0
77.04558670000002,28.546205,77.05068931,28.550655,0,0,0,0,0
77.05068931,28.546205,77.05579192,28.550655,0,0,0,0,0
77.05579192,28.546205,77.06089453,28.550655,0,0,0,0,2
77.06089453,28.546205,77.06599713,28.550655,0,0,0,0,0
77.06599713,28.546205,77.07109974,28.550655,0,0,0,0,0
77.07109974,28.546205,77.07620235,28.550655,0,0,0,0,0
77.07620235,28.546205,77.08130496,28.550655,0,0,0,0,0
77.08130496,28.546205,77.08640757,28.550655,0,0,0,0,0
77.08640757,28.546205,77.09151017,28.550655,0,0,0,0,0
77.09151017,28.546205,77.09661278,28.550655,0,0,0,0,0
77.09661278,28.546205,77.10171539,28.550655,0,0,0,0,0
77.10171539,28.546205,77.106818,28.550655,0,0,1,0,4
77.106818,28.546205,77.11192061,28.550655,0,0,0,0,0
77.11192061,28.546205,77.11702321,28.550655,0,0,0,0,0
77.11702321,28.546205,77.12212582,28.550655,0,0,0,0,1
77.12212582,28.546205,77.12722843,28.550655,0,0,26,53,4
77.12722843,28.546205,77.13233104,28.550655,0,0,38,13,0
77.13233104,28.546205,77.13743364,28.550655,0,0,0,1,0
77.13743364,28.546205,77.14253625,28.550655,0,0,0,0,0
77.14253625,28.546205,77.14763886,28.550655,0,0,0,0,0
77.14763886,28.546205,77.15274147,28.550655,0,0,0,0,0
77.15274147,28.546205,77.15784408,28.550655,0,0,0,0,0
77.15784408,28.546205,77.16294668,28.550655,0,0,0,0,0
77.16294668,28.546205,77.16804929,28.550655,0,0,0,2,1
77.16804929,28.546205,77.17315190000001,28.550655,0,0,0,0,4
77.17315190000001,28.546205,77.17825451,28.550655,0,0,0,0,1
77.17825451,28.546205,77.18335711,28.550655,2,0,5,22,8
77.18335711,28.546205,77.18845972,28.550655,0,0,4,0,3
77.18845972,28.546205,77.19356233,28.550655,0,0,3,2,3
77.19866494,28.546205,77.20376755,28.550655,13,0,2,5,3
77.19356233,28.546205,77.19866494,28.550655,0,0,17,6,1
77.20376755,28.546205,77.20887015,28.550655,0,0,9,4,2
77.20887015,28.546205,77.21397276,28.550655,28,0,12,39,2
77.21397276,28.546205,77.21907537,28.550655,0,0,9,11,0
77.21907537,28.546205,77.22417798,28.550655,0,0,0,1,0
77.22417798,28.546205,77.22928058,28.550655,0,0,0,0,2
77.22928058,28.546205,77.23438319,28.550655,0,0,4,8,5
77.23438319,28.546205,77.2394858,28.550655,0,0,33,67,3
77.2394858,28.546205,77.24458841,28.550655,0,0,5,3,1
77.24458841,28.546205,77.24969102,28.550655,1,0,8,1,7
77.24969102,28.546205,77.25479362,28.550655,6,0,46,64,23
77.25479362,28.546205,77.25989623,28.550655,0,0,0,5,10
77.25989623,28.546205,77.26499884,28.550655,0,0,0,0,2
77.26499884,28.546205,77.27010145,28.550655,0,0,3,2,0
77.27010145,28.546205,77.27520405,28.550655,1,0,5,2,2
77.27520405,28.546205,77.28030666,28.550655,0,0,1,15,2
77.28030666,28.546205,77.28540927,28.550655,0,0,0,0,0
77.28540927,28.546205,77.29051188,28.550655,1,0,0,2,0
77.29051188,28.546205,77.29561449,28.550655,27,0,8,7,0
77.29561449,28.546205,77.30071709,28.550655,32,0,17,30,1
77.30071709,28.546205,77.3058197,28.550655,0,0,1,7,2
77.3058197,28.546205,77.31092231,28.550655,0,0,0,1,2
77.31092231,28.546205,77.31602492,28.550655,0,0,0,0,0
77.31602492,28.546205,77.32112752,28.550655,0,0,0,0,0
77.32112752,28.546205,77.32623013,28.550655,0,0,0,1,0
77.32623013,28.546205,77.33133274,28.550655,0,0,0,0,0
77.33133274,28.546205,77.33643535,28.550655,0,0,4,1,0
77.33643535,28.546205,77.34153796,28.550655,0,0,0,0,0
77.34153796,28.546205,77.34664056,28.550655,0,0,0,0,0
77.34664056,28.546205,77.35174317,28.550655,0,0,0,0,0
76.846585,28.541755,76.85168761,28.546205,0,0,0,0,0
76.85168761,28.541755,76.85679022,28.546205,0,0,0,0,0
76.85679022,28.541755,76.86189282,28.546205,0,0,0,0,0
76.86189282,28.541755,76.86699543,28.546205,0,0,0,0,0
76.86699543,28.541755,76.87209804,28.546205,0,0,0,0,0
76.87209804,28.541755,76.87720065,28.546205,0,0,0,0,0
76.87720065,28.541755,76.88230325,28.546205,0,0,0,0,0
76.88230325,28.541755,76.88740586,28.546205,0,0,0,0,0
76.88740586,28.541755,76.89250847,28.546205,0,0,0,0,0
76.89250847,28.541755,76.89761108,28.546205,0,0,0,0,0
76.89761108,28.541755,76.90271369,28.546205,0,0,0,0,0
76.90271369,28.541755,76.90781629,28.546205,0,0,0,0,0
76.91291890000001,28.541755,76.91802151,28.546205,0,0,0,0,0
76.90781629,28.541755,76.91291890000001,28.546205,0,0,0,0,0
